Vardas         Pavarde        Galutinis vid. 
Vardas1883     Pavarde1883     4.88
Vardas1885     Pavarde1885     4.72
Vardas1890     Pavarde1890     2.72
Vardas1891     Pavarde1891      3.2
Vardas1893     Pavarde1893     4.64
Vardas1897     Pavarde1897     3.52
Vardas1898     Pavarde1898      2.8
Vardas1900     Pavarde1900     3.28
Vardas1903     Pavarde1903      4.4
Vardas1904     Pavarde1904     4.72
Vardas1905     Pavarde1905     3.48
Vardas1908     Pavarde1908     3.48
Vardas1910     Pavarde1910      3.4
Vardas1911     Pavarde1911     4.64
Vardas1913     Pavarde1913     3.72
Vardas1914     Pavarde1914     2.76
Vardas1916     Pavarde1916     3.36
Vardas1922     Pavarde1922     2.76
Vardas1927     Pavarde1927     3.04
Vardas1929     Pavarde1929     3.72
Vardas1936     Pavarde1936     4.16
Vardas1937     Pavarde1937     3.92
Vardas1945     Pavarde1945     2.96
Vardas1948     Pavarde1948     1.96
Vardas1952     Pavarde1952      2.4
Vardas1953     Pavarde1953     3.64
Vardas1956     Pavarde1956     2.92
Vardas1957     Pavarde1957     4.52
Vardas1959     Pavarde1959        4
Vardas1961     Pavarde1961      4.8
Vardas1963     Pavarde1963     2.16
Vardas1966     Pavarde1966     3.92
Vardas1968     Pavarde1968     2.36
Vardas1969     Pavarde1969      3.4
Vardas1975     Pavarde1975     4.32
Vardas1976     Pavarde1976     3.08
Vardas1982     Pavarde1982     4.04
Vardas1983     Pavarde1983     4.04
Vardas1986     Pavarde1986     1.72
Vardas1987     Pavarde1987     2.56
Vardas1990     Pavarde1990      3.8
Vardas1995     Pavarde1995     4.92
Vardas1998     Pavarde1998     3.88
Vardas1999     Pavarde1999     4.16
Vardas2002     Pavarde2002     4.16
Vardas2004     Pavarde2004     3.96
Vardas2005     Pavarde2005     3.44
Vardas2009     Pavarde2009      3.8
Vardas2011     Pavarde2011     3.84
Vardas2014     Pavarde2014     4.72
Vardas2017     Pavarde2017      4.4
Vardas2019     Pavarde2019      3.8
Vardas2022     Pavarde2022     4.64
Vardas2024     Pavarde2024     3.88
Vardas2026     Pavarde2026     3.32
Vardas2028     Pavarde2028     4.32
Vardas2030     Pavarde2030     3.32
Vardas2033     Pavarde2033     3.32
Vardas2036     Pavarde2036     2.84
Vardas2037     Pavarde2037     3.24
Vardas2042     Pavarde2042     2.52
Vardas2044     Pavarde2044     4.56
Vardas2045     Pavarde2045     1.88
Vardas2049     Pavarde2049      4.2
Vardas2055     Pavarde2055     2.84
Vardas2058     Pavarde2058     4.88
Vardas2067     Pavarde2067     2.28
Vardas2074     Pavarde2074     3.88
Vardas2076     Pavarde2076     2.76
Vardas2079     Pavarde2079     4.44
Vardas2080     Pavarde2080     3.48
Vardas2083     Pavarde2083     3.32
Vardas2085     Pavarde2085     2.04
Vardas2088     Pavarde2088     4.52
Vardas2091     Pavarde2091     4.72
Vardas2093     Pavarde2093     4.96
Vardas2097     Pavarde2097     1.56
Vardas2098     Pavarde2098      2.2
Vardas2099     Pavarde2099        4
Vardas2100     Pavarde2100     4.68
Vardas2104     Pavarde2104     4.32
Vardas2108     Pavarde2108     3.12
Vardas2111     Pavarde2111     2.04
Vardas2113     Pavarde2113     2.36
Vardas2121     Pavarde2121     3.84
Vardas2122     Pavarde2122     4.08
Vardas2125     Pavarde2125      2.6
Vardas2128     Pavarde2128     4.72
Vardas2131     Pavarde2131     3.64
Vardas2137     Pavarde2137     3.52
Vardas2138     Pavarde2138     2.36
Vardas2152     Pavarde2152     4.36
Vardas2157     Pavarde2157      3.2
Vardas2161     Pavarde2161     3.68
Vardas2163     Pavarde2163      3.6
Vardas2164     Pavarde2164     3.84
Vardas2167     Pavarde2167        3
Vardas2168     Pavarde2168     4.88
Vardas2169     Pavarde2169     3.36
Vardas2171     Pavarde2171     4.76
Vardas2173     Pavarde2173     3.48
Vardas2175     Pavarde2175     3.72
Vardas2177     Pavarde2177     2.92
Vardas2178     Pavarde2178     4.28
Vardas2180     Pavarde2180     4.16
Vardas2181     Pavarde2181     1.88
Vardas2183     Pavarde2183     4.92
Vardas2186     Pavarde2186     4.12
Vardas2187     Pavarde2187      3.8
Vardas2188     Pavarde2188     4.84
Vardas2191     Pavarde2191      3.6
Vardas2195     Pavarde2195     4.04
Vardas2202     Pavarde2202     4.36
Vardas2206     Pavarde2206     4.36
Vardas2208     Pavarde2208     4.28
Vardas2209     Pavarde2209     3.36
Vardas2210     Pavarde2210     3.76
Vardas2211     Pavarde2211     3.36
Vardas2216     Pavarde2216     2.52
Vardas2219     Pavarde2219     2.84
Vardas2221     Pavarde2221     4.16
Vardas2225     Pavarde2225      4.6
Vardas2227     Pavarde2227     3.68
Vardas2232     Pavarde2232     4.68
Vardas2234     Pavarde2234      2.2
Vardas2235     Pavarde2235     3.28
Vardas2236     Pavarde2236     2.64
Vardas2247     Pavarde2247     2.04
Vardas2249     Pavarde2249        4
Vardas2251     Pavarde2251      4.2
Vardas2254     Pavarde2254     4.52
Vardas2259     Pavarde2259     4.04
Vardas2261     Pavarde2261     4.72
Vardas2262     Pavarde2262     2.88
Vardas2264     Pavarde2264     2.84
Vardas2269     Pavarde2269     2.28
Vardas2270     Pavarde2270     3.96
Vardas2273     Pavarde2273     3.68
Vardas2274     Pavarde2274     4.24
Vardas2282     Pavarde2282     4.52
Vardas2287     Pavarde2287      3.4
Vardas2288     Pavarde2288     4.32
Vardas2291     Pavarde2291     4.72
Vardas2292     Pavarde2292     3.04
Vardas2296     Pavarde2296      2.6
Vardas2299     Pavarde2299     3.68
Vardas2306     Pavarde2306     3.44
Vardas2307     Pavarde2307     4.96
Vardas2313     Pavarde2313     4.92
Vardas2314     Pavarde2314     2.96
Vardas2315     Pavarde2315     1.64
Vardas2317     Pavarde2317      3.8
Vardas2322     Pavarde2322     3.44
Vardas2324     Pavarde2324     3.64
Vardas2328     Pavarde2328     4.72
Vardas2330     Pavarde2330     4.52
Vardas2336     Pavarde2336     4.72
Vardas2338     Pavarde2338      4.6
Vardas2339     Pavarde2339     2.76
Vardas2341     Pavarde2341     4.56
Vardas2343     Pavarde2343      4.4
Vardas2350     Pavarde2350      3.4
Vardas2352     Pavarde2352     4.56
Vardas2353     Pavarde2353     3.12
Vardas2359     Pavarde2359      4.6
Vardas2362     Pavarde2362     3.52
Vardas2365     Pavarde2365     3.76
Vardas2366     Pavarde2366     4.92
Vardas2367     Pavarde2367     4.56
Vardas2370     Pavarde2370     4.76
Vardas2371     Pavarde2371     4.08
Vardas2372     Pavarde2372     4.44
Vardas2373     Pavarde2373      3.8
Vardas2374     Pavarde2374     4.28
Vardas2376     Pavarde2376     2.76
Vardas2380     Pavarde2380     4.56
Vardas2383     Pavarde2383      4.6
Vardas2385     Pavarde2385     4.56
Vardas2386     Pavarde2386     4.12
Vardas2387     Pavarde2387     4.64
Vardas2390     Pavarde2390     2.68
Vardas2394     Pavarde2394     3.28
Vardas2396     Pavarde2396     2.92
Vardas2398     Pavarde2398     2.84
Vardas2399     Pavarde2399     3.76
Vardas2400     Pavarde2400        4
Vardas2403     Pavarde2403     3.92
Vardas2405     Pavarde2405     3.84
Vardas2409     Pavarde2409      2.4
Vardas2410     Pavarde2410        3
Vardas2411     Pavarde2411      3.2
Vardas2416     Pavarde2416     4.12
Vardas2417     Pavarde2417     3.68
Vardas2423     Pavarde2423     3.48
Vardas2426     Pavarde2426        4
Vardas2428     Pavarde2428     3.56
Vardas2429     Pavarde2429     4.76
Vardas2430     Pavarde2430     4.44
Vardas2433     Pavarde2433      4.6
Vardas2439     Pavarde2439     4.48
Vardas2441     Pavarde2441     2.44
Vardas2442     Pavarde2442      3.2
Vardas2443     Pavarde2443     4.24
Vardas2444     Pavarde2444     4.04
Vardas2445     Pavarde2445     2.76
Vardas2449     Pavarde2449     2.36
Vardas2452     Pavarde2452     1.96
Vardas2453     Pavarde2453     4.68
Vardas2455     Pavarde2455     3.36
Vardas2456     Pavarde2456     4.08
Vardas2457     Pavarde2457      3.2
Vardas2460     Pavarde2460      3.4
Vardas2461     Pavarde2461     4.08
Vardas2463     Pavarde2463     4.32
Vardas2466     Pavarde2466     3.12
Vardas2468     Pavarde2468     4.16
Vardas2474     Pavarde2474     3.96
Vardas2477     Pavarde2477     4.48
Vardas2484     Pavarde2484        4
Vardas2487     Pavarde2487     4.52
Vardas2488     Pavarde2488     4.04
Vardas2489     Pavarde2489     4.96
Vardas2490     Pavarde2490     3.24
Vardas2496     Pavarde2496     2.04
Vardas2497     Pavarde2497     3.52
Vardas2499     Pavarde2499     3.36
Vardas2500     Pavarde2500     2.64
Vardas2502     Pavarde2502     3.44
Vardas2508     Pavarde2508     4.24
Vardas2510     Pavarde2510      3.2
Vardas2514     Pavarde2514     3.84
Vardas2516     Pavarde2516     3.64
Vardas2517     Pavarde2517     4.88
Vardas2519     Pavarde2519     2.96
Vardas2523     Pavarde2523     3.44
Vardas2527     Pavarde2527     2.92
Vardas2530     Pavarde2530     4.64
Vardas2531     Pavarde2531      3.4
Vardas2533     Pavarde2533     2.76
Vardas2539     Pavarde2539     4.24
Vardas2540     Pavarde2540     2.96
Vardas2542     Pavarde2542     4.28
Vardas2546     Pavarde2546      2.6
Vardas2548     Pavarde2548     4.44
Vardas2557     Pavarde2557     4.96
Vardas2562     Pavarde2562     4.56
Vardas2564     Pavarde2564      3.2
Vardas2565     Pavarde2565     3.76
Vardas2570     Pavarde2570     2.76
Vardas2571     Pavarde2571     2.44
Vardas2572     Pavarde2572     4.52
Vardas2573     Pavarde2573     2.96
Vardas2575     Pavarde2575     4.52
Vardas2578     Pavarde2578     4.64
Vardas2579     Pavarde2579      4.6
Vardas2580     Pavarde2580     4.64
Vardas2581     Pavarde2581     4.88
Vardas2585     Pavarde2585     4.24
Vardas2587     Pavarde2587     3.92
Vardas2589     Pavarde2589      3.8
Vardas2590     Pavarde2590     3.88
Vardas2592     Pavarde2592     4.36
Vardas2594     Pavarde2594     2.84
Vardas2597     Pavarde2597     2.76
Vardas2605     Pavarde2605     4.56
Vardas2607     Pavarde2607     4.44
Vardas2608     Pavarde2608      4.8
Vardas2612     Pavarde2612     3.76
Vardas2614     Pavarde2614     2.88
Vardas2617     Pavarde2617     3.76
Vardas2621     Pavarde2621     3.44
Vardas2622     Pavarde2622     3.84
Vardas2623     Pavarde2623      3.4
Vardas2625     Pavarde2625     3.48
Vardas2627     Pavarde2627     4.08
Vardas2628     Pavarde2628     1.72
Vardas2630     Pavarde2630     3.52
Vardas2634     Pavarde2634      4.2
Vardas2638     Pavarde2638     4.56
Vardas2639     Pavarde2639     4.84
Vardas2641     Pavarde2641      2.2
Vardas2643     Pavarde2643     3.24
Vardas2645     Pavarde2645     4.16
Vardas2646     Pavarde2646     3.72
Vardas2650     Pavarde2650     4.48
Vardas2661     Pavarde2661     3.08
Vardas2663     Pavarde2663     2.76
Vardas2664     Pavarde2664     2.56
Vardas2665     Pavarde2665     4.96
Vardas2667     Pavarde2667      3.6
Vardas2669     Pavarde2669     4.72
Vardas2671     Pavarde2671     4.52
Vardas2672     Pavarde2672     3.64
Vardas2675     Pavarde2675     3.64
Vardas2676     Pavarde2676     4.76
Vardas2677     Pavarde2677     4.84
Vardas2683     Pavarde2683     3.68
Vardas2684     Pavarde2684     4.08
Vardas2685     Pavarde2685     3.64
Vardas2688     Pavarde2688     4.24
Vardas2692     Pavarde2692     2.68
Vardas2693     Pavarde2693     3.72
Vardas2696     Pavarde2696     4.92
Vardas2697     Pavarde2697     2.28
Vardas2699     Pavarde2699     2.36
Vardas2700     Pavarde2700     3.24
Vardas2701     Pavarde2701     2.72
Vardas2705     Pavarde2705     4.56
Vardas2706     Pavarde2706      3.6
Vardas2707     Pavarde2707     2.48
Vardas2708     Pavarde2708      2.2
Vardas2711     Pavarde2711     3.56
Vardas2712     Pavarde2712     4.24
Vardas2714     Pavarde2714     3.68
Vardas2715     Pavarde2715     4.48
Vardas2716     Pavarde2716     3.56
Vardas2718     Pavarde2718     2.92
Vardas2719     Pavarde2719     2.52
Vardas2720     Pavarde2720     4.32
Vardas2725     Pavarde2725     4.56
Vardas2726     Pavarde2726     2.44
Vardas2727     Pavarde2727     4.56
Vardas2730     Pavarde2730      4.4
Vardas2731     Pavarde2731      4.8
Vardas2735     Pavarde2735     3.24
Vardas2736     Pavarde2736      4.6
Vardas2738     Pavarde2738      2.6
Vardas2741     Pavarde2741     4.36
Vardas2750     Pavarde2750      4.2
Vardas2757     Pavarde2757     4.64
Vardas2758     Pavarde2758     3.72
Vardas2760     Pavarde2760     3.96
Vardas2766     Pavarde2766     4.64
Vardas2767     Pavarde2767     2.48
Vardas2768     Pavarde2768     3.72
Vardas2770     Pavarde2770      4.2
Vardas2771     Pavarde2771     4.16
Vardas2773     Pavarde2773     2.68
Vardas2774     Pavarde2774      2.2
Vardas2777     Pavarde2777     4.28
Vardas2780     Pavarde2780      4.6
Vardas2782     Pavarde2782     4.84
Vardas2786     Pavarde2786      4.4
Vardas2791     Pavarde2791     4.44
Vardas2792     Pavarde2792     2.96
Vardas2793     Pavarde2793     4.44
Vardas2796     Pavarde2796     3.68
Vardas2797     Pavarde2797     3.88
Vardas2798     Pavarde2798     4.56
Vardas2799     Pavarde2799     4.76
Vardas2801     Pavarde2801     3.64
Vardas2803     Pavarde2803     3.52
Vardas2804     Pavarde2804     4.84
Vardas2805     Pavarde2805      4.6
Vardas2811     Pavarde2811     3.48
Vardas2816     Pavarde2816     2.96
Vardas2817     Pavarde2817        3
Vardas2820     Pavarde2820     4.32
Vardas2822     Pavarde2822     2.32
Vardas2823     Pavarde2823     3.68
Vardas2824     Pavarde2824     3.76
Vardas2827     Pavarde2827     3.84
Vardas2828     Pavarde2828     3.24
Vardas2830     Pavarde2830     3.84
Vardas2831     Pavarde2831     2.76
Vardas2832     Pavarde2832      3.4
Vardas2835     Pavarde2835     3.44
Vardas2837     Pavarde2837     4.44
Vardas2839     Pavarde2839     3.88
Vardas2852     Pavarde2852     4.48
Vardas2853     Pavarde2853     2.92
Vardas2854     Pavarde2854     3.08
Vardas2855     Pavarde2855     2.68
Vardas2859     Pavarde2859      3.4
Vardas2860     Pavarde2860     3.72
Vardas2863     Pavarde2863     4.68
Vardas2864     Pavarde2864     4.92
Vardas2865     Pavarde2865     3.88
Vardas2869     Pavarde2869     4.44
Vardas2871     Pavarde2871     3.28
Vardas2873     Pavarde2873     2.52
Vardas2876     Pavarde2876     2.64
Vardas2880     Pavarde2880     2.84
Vardas2882     Pavarde2882     4.84
Vardas2886     Pavarde2886     3.28
Vardas2887     Pavarde2887     4.32
Vardas2891     Pavarde2891     3.76
Vardas2892     Pavarde2892     4.68
Vardas2895     Pavarde2895     3.52
Vardas2898     Pavarde2898     3.68
Vardas2902     Pavarde2902     3.28
Vardas2904     Pavarde2904     4.76
Vardas2909     Pavarde2909     2.04
Vardas2911     Pavarde2911     2.72
Vardas2913     Pavarde2913      4.4
Vardas2914     Pavarde2914      3.8
Vardas2916     Pavarde2916     4.52
Vardas2922     Pavarde2922     3.88
Vardas2924     Pavarde2924      2.4
Vardas2925     Pavarde2925        4
Vardas2927     Pavarde2927     3.08
Vardas2929     Pavarde2929     3.72
Vardas2932     Pavarde2932     3.28
Vardas2933     Pavarde2933     2.36
Vardas2934     Pavarde2934     3.36
Vardas2937     Pavarde2937     4.92
Vardas2938     Pavarde2938     3.56
Vardas2939     Pavarde2939     3.52
Vardas2942     Pavarde2942      4.2
Vardas2946     Pavarde2946     4.88
Vardas2950     Pavarde2950     3.84
Vardas2951     Pavarde2951      3.8
Vardas2953     Pavarde2953     3.52
Vardas2954     Pavarde2954     3.72
Vardas2955     Pavarde2955     2.84
Vardas2957     Pavarde2957     2.76
Vardas2959     Pavarde2959     3.16
Vardas2970     Pavarde2970     4.72
Vardas2973     Pavarde2973     3.56
Vardas2974     Pavarde2974     3.36
Vardas2979     Pavarde2979     4.28
Vardas2981     Pavarde2981     3.64
Vardas2984     Pavarde2984     2.88
Vardas2987     Pavarde2987     2.76
Vardas2989     Pavarde2989     3.84
Vardas2992     Pavarde2992     4.68
Vardas2997     Pavarde2997      3.8
Vardas3000     Pavarde3000      4.2
Vardas3003     Pavarde3003     4.12
Vardas3004     Pavarde3004     4.24
Vardas3006     Pavarde3006      3.6
Vardas3009     Pavarde3009        3
Vardas3011     Pavarde3011      2.6
Vardas3012     Pavarde3012      3.6
