Vardas         Pavarde        Galutinis vid. 
Vardas824      Pavarde824      6.72
Vardas825      Pavarde825      4.64
Vardas826      Pavarde826       7.2
Vardas827      Pavarde827      8.24
Vardas828      Pavarde828       4.8
Vardas829      Pavarde829      6.64
Vardas830      Pavarde830       6.4
Vardas831      Pavarde831       8.2
Vardas832      Pavarde832       3.8
Vardas833      Pavarde833      3.16
Vardas834      Pavarde834      5.52
Vardas835      Pavarde835      6.04
Vardas836      Pavarde836      6.52
Vardas837      Pavarde837      8.72
Vardas838      Pavarde838      8.24
Vardas839      Pavarde839      3.44
Vardas840      Pavarde840      7.52
Vardas841      Pavarde841       7.4
Vardas842      Pavarde842      7.16
Vardas843      Pavarde843      8.04
Vardas844      Pavarde844      2.68
Vardas845      Pavarde845      3.04
Vardas846      Pavarde846         7
Vardas847      Pavarde847      3.56
Vardas848      Pavarde848         8
Vardas849      Pavarde849      4.76
Vardas850      Pavarde850         4
Vardas851      Pavarde851       8.4
Vardas852      Pavarde852      2.12
Vardas853      Pavarde853         6
Vardas854      Pavarde854      4.36
Vardas855      Pavarde855       6.6
Vardas856      Pavarde856      4.28
Vardas857      Pavarde857      2.92
Vardas858      Pavarde858      3.52
Vardas859      Pavarde859      6.64
Vardas860      Pavarde860       7.6
Vardas861      Pavarde861      6.52
Vardas862      Pavarde862      4.48
Vardas863      Pavarde863       3.2
Vardas864      Pavarde864      6.76
Vardas865      Pavarde865      5.84
Vardas866      Pavarde866      6.16
Vardas867      Pavarde867       3.8
Vardas868      Pavarde868      6.52
Vardas869      Pavarde869      2.76
Vardas870      Pavarde870      6.48
Vardas871      Pavarde871      8.16
Vardas872      Pavarde872      7.04
Vardas873      Pavarde873      3.76
Vardas874      Pavarde874       3.6
Vardas875      Pavarde875      3.84
Vardas876      Pavarde876       3.8
Vardas877      Pavarde877      3.48
Vardas878      Pavarde878      3.76
Vardas879      Pavarde879      9.36
Vardas880      Pavarde880      5.52
Vardas881      Pavarde881       8.2
Vardas882      Pavarde882      7.32
Vardas883      Pavarde883      6.64
Vardas884      Pavarde884      5.52
Vardas885      Pavarde885      5.04
Vardas886      Pavarde886       3.4
Vardas887      Pavarde887      4.68
Vardas888      Pavarde888      3.68
Vardas889      Pavarde889      7.84
Vardas890      Pavarde890      2.88
Vardas891      Pavarde891      4.72
Vardas892      Pavarde892      7.64
Vardas893      Pavarde893      2.36
Vardas894      Pavarde894       7.6
Vardas895      Pavarde895      7.04
Vardas896      Pavarde896      5.84
Vardas897      Pavarde897      7.08
Vardas898      Pavarde898         5
Vardas899      Pavarde899      3.04
Vardas900      Pavarde900      5.96
Vardas901      Pavarde901      4.76
Vardas902      Pavarde902      3.08
Vardas903      Pavarde903       8.4
Vardas904      Pavarde904      2.32
Vardas905      Pavarde905      6.04
Vardas906      Pavarde906      3.12
Vardas907      Pavarde907      7.12
Vardas908      Pavarde908      5.16
Vardas909      Pavarde909      7.88
Vardas910      Pavarde910      3.56
Vardas911      Pavarde911      7.52
Vardas912      Pavarde912      4.08
Vardas913      Pavarde913       3.6
Vardas914      Pavarde914         8
Vardas915      Pavarde915      6.04
Vardas916      Pavarde916      5.76
Vardas917      Pavarde917      4.88
Vardas918      Pavarde918      6.36
Vardas919      Pavarde919      7.04
Vardas920      Pavarde920      6.24
Vardas921      Pavarde921      8.04
Vardas922      Pavarde922      7.32
Vardas923      Pavarde923      2.88
Vardas924      Pavarde924      5.76
Vardas925      Pavarde925      5.52
Vardas926      Pavarde926      4.76
Vardas927      Pavarde927      4.48
Vardas928      Pavarde928      8.24
Vardas929      Pavarde929      8.64
Vardas930      Pavarde930      2.84
Vardas931      Pavarde931      5.08
Vardas932      Pavarde932      2.36
Vardas933      Pavarde933      7.28
Vardas934      Pavarde934       7.2
Vardas935      Pavarde935      4.24
Vardas936      Pavarde936      6.16
Vardas937      Pavarde937       6.4
Vardas938      Pavarde938      5.08
Vardas939      Pavarde939      3.48
Vardas940      Pavarde940      3.44
Vardas941      Pavarde941      8.72
Vardas942      Pavarde942      6.16
Vardas943      Pavarde943      5.72
Vardas944      Pavarde944      5.32
Vardas945      Pavarde945      6.96
Vardas946      Pavarde946      3.16
Vardas947      Pavarde947      8.96
Vardas948      Pavarde948      7.24
Vardas949      Pavarde949       5.2
Vardas950      Pavarde950      6.32
Vardas951      Pavarde951      6.32
Vardas952      Pavarde952      7.72
Vardas953      Pavarde953      7.28
Vardas954      Pavarde954      7.08
Vardas955      Pavarde955      6.68
Vardas956      Pavarde956      3.56
Vardas957      Pavarde957      7.96
Vardas958      Pavarde958      6.36
Vardas959      Pavarde959      2.76
Vardas960      Pavarde960       6.4
Vardas961      Pavarde961      7.52
Vardas962      Pavarde962       3.6
Vardas963      Pavarde963      5.32
Vardas964      Pavarde964      4.88
Vardas965      Pavarde965       5.8
Vardas966      Pavarde966         7
Vardas967      Pavarde967      4.88
Vardas968      Pavarde968      5.68
Vardas969      Pavarde969      3.16
Vardas970      Pavarde970      6.88
Vardas971      Pavarde971      5.28
Vardas972      Pavarde972      6.36
Vardas973      Pavarde973      6.56
Vardas974      Pavarde974      6.44
Vardas975      Pavarde975      5.84
Vardas976      Pavarde976      2.52
Vardas977      Pavarde977      4.16
Vardas978      Pavarde978      3.16
Vardas979      Pavarde979       4.6
Vardas980      Pavarde980      7.92
Vardas981      Pavarde981      1.72
Vardas982      Pavarde982       3.2
Vardas983      Pavarde983      6.36
Vardas984      Pavarde984      7.08
Vardas985      Pavarde985      4.44
Vardas986      Pavarde986      4.24
Vardas987      Pavarde987      5.96
Vardas988      Pavarde988      3.92
Vardas989      Pavarde989         7
Vardas990      Pavarde990      7.84
Vardas991      Pavarde991      5.08
Vardas992      Pavarde992      5.68
Vardas993      Pavarde993       4.8
Vardas994      Pavarde994      5.08
Vardas995      Pavarde995      4.72
Vardas996      Pavarde996      7.72
Vardas997      Pavarde997      8.24
Vardas998      Pavarde998       4.4
Vardas999      Pavarde999      2.76
Vardas1000     Pavarde1000     3.56
Vardas1001     Pavarde1001      2.6
Vardas1002     Pavarde1002     6.16
Vardas1003     Pavarde1003     3.92
Vardas1004     Pavarde1004     3.44
Vardas1005     Pavarde1005     3.92
Vardas1006     Pavarde1006     4.36
Vardas1007     Pavarde1007     7.36
Vardas1008     Pavarde1008      8.8
Vardas1009     Pavarde1009        5
Vardas1010     Pavarde1010     5.28
Vardas1011     Pavarde1011     4.56
Vardas1012     Pavarde1012     7.28
Vardas1013     Pavarde1013     3.04
Vardas1014     Pavarde1014     7.16
Vardas1015     Pavarde1015     8.16
Vardas1016     Pavarde1016      2.6
Vardas1017     Pavarde1017     3.84
Vardas1018     Pavarde1018     6.04
Vardas1019     Pavarde1019     7.16
Vardas1020     Pavarde1020     6.92
Vardas1021     Pavarde1021     4.96
Vardas1022     Pavarde1022     6.04
Vardas1023     Pavarde1023     6.76
Vardas1024     Pavarde1024     7.84
Vardas1025     Pavarde1025     3.12
Vardas1026     Pavarde1026     3.64
Vardas1027     Pavarde1027     8.24
Vardas1028     Pavarde1028     6.32
Vardas1029     Pavarde1029     5.24
Vardas1030     Pavarde1030     6.96
Vardas1031     Pavarde1031      6.6
Vardas1032     Pavarde1032     7.32
Vardas1033     Pavarde1033     4.52
Vardas1034     Pavarde1034     5.56
Vardas1035     Pavarde1035     7.48
Vardas1036     Pavarde1036     2.92
Vardas1037     Pavarde1037     4.08
Vardas1038     Pavarde1038     4.28
Vardas1039     Pavarde1039      4.6
Vardas1040     Pavarde1040      5.4
Vardas1041     Pavarde1041      6.6
Vardas1042     Pavarde1042     6.68
Vardas1043     Pavarde1043     6.48
Vardas1044     Pavarde1044     5.08
Vardas1045     Pavarde1045     2.28
Vardas1046     Pavarde1046        8
Vardas1047     Pavarde1047     5.44
Vardas1048     Pavarde1048      8.8
Vardas1049     Pavarde1049     3.36
Vardas1050     Pavarde1050     3.24
Vardas1051     Pavarde1051     4.88
Vardas1052     Pavarde1052     3.84
Vardas1053     Pavarde1053     3.08
Vardas1054     Pavarde1054      7.8
Vardas1055     Pavarde1055     3.52
Vardas1056     Pavarde1056     5.96
Vardas1057     Pavarde1057     5.12
Vardas1058     Pavarde1058     5.84
Vardas1059     Pavarde1059     8.24
Vardas1060     Pavarde1060     4.04
Vardas1061     Pavarde1061     8.32
Vardas1062     Pavarde1062     1.56
Vardas1063     Pavarde1063     3.96
Vardas1064     Pavarde1064        7
Vardas1065     Pavarde1065     8.52
Vardas1066     Pavarde1066     2.96
Vardas1067     Pavarde1067     6.72
Vardas1068     Pavarde1068     8.16
Vardas1069     Pavarde1069     3.28
Vardas1070     Pavarde1070     7.72
Vardas1071     Pavarde1071     4.92
Vardas1072     Pavarde1072     8.16
Vardas1073     Pavarde1073     7.88
Vardas1074     Pavarde1074     4.12
Vardas1075     Pavarde1075      4.6
Vardas1076     Pavarde1076     7.68
Vardas1077     Pavarde1077     5.36
Vardas1078     Pavarde1078      5.6
Vardas1079     Pavarde1079     6.76
Vardas1080     Pavarde1080     8.48
Vardas1081     Pavarde1081     8.12
Vardas1082     Pavarde1082     3.12
Vardas1083     Pavarde1083     6.16
Vardas1084     Pavarde1084      3.4
Vardas1085     Pavarde1085     7.84
Vardas1086     Pavarde1086     5.28
Vardas1087     Pavarde1087     3.44
Vardas1088     Pavarde1088      6.8
Vardas1089     Pavarde1089     6.36
Vardas1090     Pavarde1090     4.48
Vardas1091     Pavarde1091     3.32
Vardas1092     Pavarde1092      5.2
Vardas1093     Pavarde1093     4.36
Vardas1094     Pavarde1094     3.92
Vardas1095     Pavarde1095     3.84
Vardas1096     Pavarde1096     2.84
Vardas1097     Pavarde1097        7
Vardas1098     Pavarde1098     6.36
Vardas1099     Pavarde1099      6.2
Vardas1100     Pavarde1100     7.96
Vardas1101     Pavarde1101     7.68
Vardas1102     Pavarde1102     7.72
Vardas1103     Pavarde1103     3.24
Vardas1104     Pavarde1104     7.84
Vardas1105     Pavarde1105     4.52
Vardas1106     Pavarde1106     7.28
Vardas1107     Pavarde1107     7.04
Vardas1108     Pavarde1108     4.68
Vardas1109     Pavarde1109     5.32
Vardas1110     Pavarde1110        3
Vardas1111     Pavarde1111     7.64
Vardas1112     Pavarde1112      6.6
Vardas1113     Pavarde1113     6.24
Vardas1114     Pavarde1114     9.04
Vardas1115     Pavarde1115     6.76
Vardas1116     Pavarde1116     7.64
Vardas1117     Pavarde1117     8.12
Vardas1118     Pavarde1118     6.36
Vardas1119     Pavarde1119     3.24
Vardas1120     Pavarde1120     4.08
Vardas1121     Pavarde1121        3
Vardas1122     Pavarde1122     2.96
Vardas1123     Pavarde1123     3.72
Vardas1124     Pavarde1124      4.6
Vardas1125     Pavarde1125     3.84
Vardas1126     Pavarde1126        8
Vardas1127     Pavarde1127     6.72
Vardas1128     Pavarde1128     4.52
Vardas1129     Pavarde1129     6.56
Vardas1130     Pavarde1130        4
Vardas1131     Pavarde1131     7.28
Vardas1132     Pavarde1132     4.56
Vardas1133     Pavarde1133     6.24
Vardas1134     Pavarde1134     7.68
Vardas1135     Pavarde1135     5.92
Vardas1136     Pavarde1136     5.28
Vardas1137     Pavarde1137     2.36
Vardas1138     Pavarde1138     2.88
Vardas1139     Pavarde1139     3.96
Vardas1140     Pavarde1140     3.04
Vardas1141     Pavarde1141        6
Vardas1142     Pavarde1142     5.52
Vardas1143     Pavarde1143      8.2
Vardas1144     Pavarde1144     8.56
Vardas1145     Pavarde1145     4.04
Vardas1146     Pavarde1146     8.88
Vardas1147     Pavarde1147     8.72
Vardas1148     Pavarde1148     8.88
Vardas1149     Pavarde1149      5.4
Vardas1150     Pavarde1150     5.64
Vardas1151     Pavarde1151      2.2
Vardas1152     Pavarde1152     8.24
Vardas1153     Pavarde1153     6.92
Vardas1154     Pavarde1154     7.08
Vardas1155     Pavarde1155     4.04
Vardas1156     Pavarde1156      7.6
Vardas1157     Pavarde1157     3.44
Vardas1158     Pavarde1158     1.48
Vardas1159     Pavarde1159     6.28
Vardas1160     Pavarde1160     2.68
Vardas1161     Pavarde1161     5.32
Vardas1162     Pavarde1162     3.84
Vardas1163     Pavarde1163      6.8
Vardas1164     Pavarde1164     6.64
Vardas1165     Pavarde1165     3.84
Vardas1166     Pavarde1166      6.2
Vardas1167     Pavarde1167     5.84
Vardas1168     Pavarde1168      5.8
Vardas1169     Pavarde1169     3.76
Vardas1170     Pavarde1170     8.04
Vardas1171     Pavarde1171     2.68
Vardas1172     Pavarde1172      2.6
Vardas1173     Pavarde1173     4.04
Vardas1174     Pavarde1174      5.4
Vardas1175     Pavarde1175     5.28
Vardas1176     Pavarde1176     7.68
Vardas1177     Pavarde1177     3.76
Vardas1178     Pavarde1178      4.6
Vardas1179     Pavarde1179     6.24
Vardas1180     Pavarde1180      5.4
Vardas1181     Pavarde1181     6.28
Vardas1182     Pavarde1182     8.32
Vardas1183     Pavarde1183     7.64
Vardas1184     Pavarde1184     7.24
Vardas1185     Pavarde1185     7.84
Vardas1186     Pavarde1186     6.68
Vardas1187     Pavarde1187     5.08
Vardas1188     Pavarde1188     4.36
Vardas1189     Pavarde1189     5.24
Vardas1190     Pavarde1190     7.08
Vardas1191     Pavarde1191     3.84
Vardas1192     Pavarde1192     2.68
Vardas1193     Pavarde1193     8.32
Vardas1194     Pavarde1194     8.56
Vardas1195     Pavarde1195     6.32
Vardas1196     Pavarde1196     5.56
Vardas1197     Pavarde1197     6.44
Vardas1198     Pavarde1198     6.08
Vardas1199     Pavarde1199     4.44
Vardas1200     Pavarde1200     2.88
Vardas1201     Pavarde1201     2.92
Vardas1202     Pavarde1202      2.8
Vardas1203     Pavarde1203     4.28
Vardas1204     Pavarde1204     4.24
Vardas1205     Pavarde1205     5.44
Vardas1206     Pavarde1206     8.72
Vardas1207     Pavarde1207      4.4
Vardas1208     Pavarde1208     4.68
Vardas1209     Pavarde1209     2.68
Vardas1210     Pavarde1210     4.84
Vardas1211     Pavarde1211     4.76
Vardas1212     Pavarde1212        5
